"StimID","ItemID","Subject","ItemGrade","PoolGrade","Claim","Target","UseTarget","BlueprintTarget","DOK","AsmtType","ItemType","IRT_A","IRT_B","IRT_C","IRT_Step1","IRT_Step2","IRT_Step3","IRT_Step4","IRT_Step5","IRT_Step6","IRT_Step7","IRT_Step8","Braille","EnemyItem","ExtPool","ShortAnswer","FullWrite","Passage","WriteRevise","Claim2cat","StimMax","StimMin","SpaErrors"
725,"27977","ELA",11,11,3,"4","4","4",1,"CAT","ms",0.55999,1.14766,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
727,"27991","ELA",8,8,3,"4","4","4",3,"CAT","ms",0.35229,2.28404,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
727,"27987","ELA",8,8,3,"4","4","4",1,"CAT","mc",0.69046,0.27493,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
728,"28005","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.31588,1.98034,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
728,"28001","ELA",11,11,3,"4","4","4",1,"CAT","ms",0.51664,3.05095,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
729,"28011","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.34765,0.94556,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
729,"28007","ELA",11,11,3,"4","4","4",1,"CAT","mc",0.661,-0.87014,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
729,"28009","ELA",11,11,3,"4","4","4",2,"CAT","ms",0.53827,2.43789,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
733,"37517","ELA",6,6,3,"4","4","4",2,"CAT","mc",0.69331,-0.58205,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
733,"28041","ELA",6,6,3,"4","4","4",3,"CAT","EBSR",0.57071,0.69196,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
733,"37519","ELA",6,6,3,"4","4","4",1,"CAT","mi",0.40572,-0.1648,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
736,"28103","ELA",11,11,3,"4","4","4",1,"CAT","ms",0.51238,1.53533,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
736,"28101","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.12677,3.00736,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
736,"28105","ELA",11,11,3,"4","4","4",3,"CAT","EBSR",0.42594,1.85846,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
738,"31191","ELA",4,4,3,"4","4","4",3,"CAT","mc",0.42744,-1.37144,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
738,"28115","ELA",4,4,3,"4","4","4",3,"CAT","EBSR",0.65376,0.75544,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
738,"28117","ELA",4,4,3,"4","4","4",1,"CAT","mc",0.5404,-1.39637,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
740,"28131","ELA",11,11,3,"4","4","4",1,"CAT","ms",0.41556,2.99785,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
740,"28129","ELA",11,11,3,"4","4","4",1,"CAT","mc",0.48817,-0.44355,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
740,"28223","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.45173,0.38234,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
740,"28133","ELA",11,11,3,"4","4","4",2,"CAT","ms",0.35048,4.47946,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
742,"28139","ELA",11,11,3,"4","4","4",2,"CAT","ms",0.51178,2.3498,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
742,"31205","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.46681,0.23542,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
742,"29493","ELA",11,11,3,"4","4","4",1,"CAT","mc",0.20683,2.9898,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
745,"28151","ELA",11,11,3,"4","4","4",1,"CAT","mc",0.58336,0.51548,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
745,"28153","ELA",11,11,3,"4","4","4",1,"CAT","EBSR",0.75363,0.51212,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
745,"28155","ELA",11,11,3,"4","4","4",3,"CAT","EBSR",0.65473,0.42537,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
746,"28159","ELA",11,11,3,"4","4","4",1,"CAT","ms",0.55496,2.93416,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
746,"28161","ELA",11,11,3,"4","4","4",3,"CAT","EBSR",0.5727,1.47876,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
746,"28157","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.2218,3.3159,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
750,"29749","ELA",4,4,1,"3","3","3",2,"CAT","ms",0.75034,-0.45736,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,"Long",NA,NA,4,3,0
750,"28195","ELA",4,4,1,"2","2","2",2,"CAT","EBSR",1.15091,-0.54648,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","84918",0,0,0,"Long",NA,NA,4,3,0
750,"29751","ELA",4,4,1,"4","4","4",3,"CAT","sa",0.79468,1.26465,0,0,0.89159,-0.89159,NA,NA,NA,NA,NA,"BRF","",0,1,0,"Long",NA,NA,4,3,0
750,"28193","ELA",4,4,1,"2","2","2",3,"CAT","sa",0.63213,1.25103,0,0,0.1765,-0.1765,NA,NA,NA,NA,NA,"BRF","84919",0,1,0,"Long",NA,NA,4,3,0
750,"28189","ELA",4,4,1,"1","1","1",2,"CAT","ms",0.80012,0.68764,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","84920",0,0,0,"Long",NA,NA,4,3,0
750,"28191","ELA",4,4,1,"1","1","1",1,"CAT","mc",0.73307,-1.25,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,"Long",NA,NA,4,3,0
752,"35627","ELA",8,8,3,"4","4","4",3,"CAT","mc",0.46816,-0.61649,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
752,"28221","ELA",8,8,3,"4","4","4",3,"CAT","mc",0.18099,1.17276,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
753,"29523","ELA",11,11,3,"4","4","4",1,"CAT","ms",0.56724,2.70809,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
753,"28225","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.33881,1.0302,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
765,"29249","ELA",8,8,3,"4","4","4",2,"CAT","EBSR",0.50345,0.19732,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
765,"29247","ELA",8,8,3,"4","4","4",2,"CAT","ms",0.30698,3.32363,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
765,"30143","ELA",8,8,3,"4","4","4",3,"CAT","mc",0.40607,-0.37326,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
767,"29283","ELA",8,8,3,"4","4","4",3,"CAT","mc",0.56566,-0.32201,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
767,"29279","ELA",8,8,3,"4","4","4",1,"CAT","mc",0.53004,1.99577,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
768,"29297","ELA",11,11,3,"4","4","4",2,"CAT","EBSR",0.48976,1.17962,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
768,"29295","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.29763,0.51907,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
768,"29293","ELA",11,11,3,"4","4","4",2,"CAT","ms",0.3603,2.83197,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
769,"29301","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.40371,-0.26346,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
769,"29299","ELA",11,11,3,"4","4","4",2,"CAT","EBSR",0.59476,-0.05937,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
769,"29303","ELA",11,11,3,"4","4","4",3,"CAT","ms",0.44188,2.58837,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
770,"29307","ELA",11,11,3,"4","4","4",3,"CAT","EBSR",0.3113,3.7386,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
770,"29305","ELA",11,11,3,"4","4","4",2,"CAT","mc",0.33289,1.13376,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
770,"29849","ELA",11,11,3,"4","4","4",1,"CAT","mc",0.32649,0.75484,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
771,"29329","ELA",11,11,3,"4","4","4",2,"CAT","mc",0.3656,-0.01126,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
771,"29331","ELA",11,11,3,"4","4","4",1,"CAT","ms",0.42688,1.9587,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
771,"29333","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.46276,1.0119,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
772,"29337","ELA",11,11,3,"4","4","4",1,"CAT","mc",0.16451,1.24436,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
772,"29341","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.16583,3.3728,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
772,"30207","ELA",11,11,3,"4","4","4",2,"CAT","mc",0.40787,0.20951,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
772,"29339","ELA",11,11,3,"4","4","4",2,"CAT","ms",0.52545,2.11453,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
773,"29363","ELA",11,11,3,"4","4","4",3,"CAT","EBSR",0.67209,0.36068,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
773,"29361","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.24474,-0.13438,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
773,"29359","ELA",11,11,3,"4","4","4",1,"CAT","mc",0.3719,-1.09449,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
774,"29365","ELA",6,6,3,"4","4","4",3,"CAT","ms",0.44276,4.21452,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
774,"29367","ELA",6,6,3,"4","4","4",2,"CAT","mc",0.20056,2.80918,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
774,"29369","ELA",6,6,3,"4","4","4",1,"CAT","mi",0.6986,3.45218,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
775,"29373","ELA",6,6,3,"4","4","4",1,"CAT","mi",0.52849,2.02325,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
775,"29371","ELA",6,6,3,"4","4","4",2,"CAT","mc",0.43227,-1.21007,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
777,"29387","ELA",6,6,3,"4","4","4",1,"CAT","mi",0.46489,0.43861,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
777,"29385","ELA",6,6,3,"4","4","4",3,"CAT","mc",0.18452,1.88079,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
778,"29393","ELA",11,11,3,"4","4","4",3,"CAT","EBSR",0.45315,1.80934,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
778,"29395","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.41176,0.28619,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
778,"29391","ELA",11,11,3,"4","4","4",1,"CAT","ms",0.47333,1.91785,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
779,"29409","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.68342,0.51251,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
779,"29411","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.14246,2.98941,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
779,"29407","ELA",11,11,3,"4","4","4",1,"CAT","mc",0.5959,-0.78758,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
780,"29413","ELA",11,11,3,"4","4","4",3,"CAT","ms",0.36402,3.13628,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
780,"29415","ELA",11,11,3,"4","4","4",2,"CAT","EBSR",0.54402,1.89123,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
782,"29427","ELA",5,5,3,"4","4","4",3,"CAT","EBSR",0.35907,1.99581,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
782,"29429","ELA",5,5,3,"4","4","4",2,"CAT","mc",0.25509,2.34937,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
784,"30297","ELA",11,11,3,"4","4","4",2,"CAT","mc",0.18621,2.07369,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
784,"29455","ELA",11,11,3,"4","4","4",2,"CAT","EBSR",0.24461,2.76769,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
784,"29453","ELA",11,11,3,"4","4","4",1,"CAT","ms",0.57148,1.93501,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
786,"29485","ELA",5,5,3,"4","4","4",1,"CAT","mi",0.80687,0.94676,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
786,"29481","ELA",5,5,3,"4","4","4",3,"CAT","ms",0.52636,0.90279,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
786,"29483","ELA",5,5,3,"4","4","4",2,"CAT","mc",1.02112,-0.255,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
787,"29489","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.53797,0.48064,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
787,"29491","ELA",11,11,3,"4","4","4",3,"CAT","ms",0.76152,2.62152,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
787,"29487","ELA",11,11,3,"4","4","4",1,"CAT","mi",0.63413,2.20421,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
788,"29511","ELA",11,11,3,"4","4","4",2,"CAT","mc",0.19683,1.60811,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
788,"29515","ELA",11,11,3,"4","4","4",1,"CAT","EBSR",0.29477,3.38739,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
789,"29517","ELA",11,11,3,"4","4","4",2,"CAT","mc",0.40845,0.74108,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
789,"29521","ELA",11,11,3,"4","4","4",2,"CAT","EBSR",0.54656,1.38502,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
799,"29741","ELA",8,8,3,"4","4","4",2,"CAT","ms",0.52542,3.09681,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
799,"29743","ELA",8,8,3,"4","4","4",2,"CAT","mc",0.39635,-0.06272,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
799,"29739","ELA",8,8,3,"4","4","4",1,"CAT","mc",0.2531,1.58912,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
801,"36421","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.52069,-0.39135,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
801,"29787","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.16465,0.66611,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
801,"31764","ELA",11,11,3,"4","4","4",2,"CAT","mc",0.23435,0.91322,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
802,"29791","ELA",8,8,3,"4","4","4",2,"CAT","mc",0.2857,0.57517,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
802,"29789","ELA",8,8,3,"4","4","4",1,"CAT","mc",0.24472,1.63232,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
802,"29795","ELA",8,8,3,"4","4","4",3,"CAT","EBSR",0.2928,4.26607,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
802,"29793","ELA",8,8,3,"4","4","4",3,"CAT","mc",0.47812,1.0489,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
803,"29801","ELA",8,8,3,"4","4","4",3,"CAT","mc",0.23116,1.48362,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
803,"29799","ELA",8,8,3,"4","4","4",1,"CAT","mc",0.60731,0.38121,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","63444",0,0,0,NA,NA,NA,3,2,0
803,"29797","ELA",8,8,3,"4","4","4",2,"CAT","mc",0.17569,3.32865,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
804,"29815","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.39913,0.2066,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
804,"29817","ELA",11,11,3,"4","4","4",3,"CAT","EBSR",0.4508,1.19265,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
804,"30550","ELA",11,11,3,"4","4","4",2,"CAT","mc",0.47774,0.08623,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
805,"29831","ELA",11,11,3,"4","4","4",2,"CAT","mc",0.36028,-1.24718,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
805,"29835","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.16621,1.99029,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
805,"29833","ELA",11,11,3,"4","4","4",2,"CAT","EBSR",0.60874,0.10739,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
806,"31964","ELA",11,11,3,"4","4","4",1,"CAT","mc",0.23252,1.93834,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
806,"30610","ELA",11,11,3,"4","4","4",2,"CAT","mc",0.31867,-0.16604,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
809,"29885","ELA",11,11,3,"4","4","4",2,"CAT","mc",0.70632,0.02789,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
809,"29881","ELA",11,11,3,"4","4","4",2,"CAT","mc",0.45199,-0.16622,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
809,"29887","ELA",11,11,3,"4","4","4",3,"CAT","EBSR",0.23085,2.88908,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
812,"29909","ELA",11,11,3,"4","4","4",2,"CAT","mc",0.4157,-0.60499,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
812,"29901","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.25406,0.80164,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
814,"29907","ELA",8,8,3,"4","4","4",3,"CAT","mc",0.61413,-0.23936,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
814,"29905","ELA",8,8,3,"4","4","4",3,"CAT","mc",0.13055,2.29878,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
814,"30918","ELA",8,8,3,"4","4","4",2,"CAT","EBSR",0.44682,3.56153,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
817,"30263","ELA",8,8,3,"4","4","4",3,"CAT","ms",0.45823,2.36253,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
817,"30219","ELA",8,8,3,"4","4","4",3,"CAT","mc",0.49989,0.8438,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
817,"29959","ELA",8,8,3,"4","4","4",2,"CAT","mc",0.40356,1.1979,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
818,"29967","ELA",8,8,3,"4","4","4",1,"CAT","mc",0.2798,0.1163,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
818,"30994","ELA",8,8,3,"4","4","4",3,"CAT","EBSR",0.45852,2.30167,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
818,"29965","ELA",8,8,3,"4","4","4",3,"CAT","ms",0.55184,2.32897,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
819,"29969","ELA",8,8,3,"4","4","4",2,"CAT","mc",0.56535,-0.14006,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
819,"30996","ELA",8,8,3,"4","4","4",3,"CAT","mc",0.30434,1.67875,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
819,"30221","ELA",8,8,3,"4","4","4",2,"CAT","ms",0.43311,2.76191,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
820,"29977","ELA",11,11,3,"4","4","4",2,"CAT","ms",0.54858,2.75916,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
820,"29975","ELA",11,11,3,"4","4","4",3,"CAT","mc",0.21472,0.38538,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
823,"30065","ELA",11,11,3,"4","4","4",3,"CAT","ms",0.44419,3.28573,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
823,"30063","ELA",11,11,3,"4","4","4",1,"CAT","ms",0.49,2.10155,0,0,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
829,"30225","ELA",8,8,3,"4","4","4",3,"CAT","ms",0.48836,2.66062,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
829,"35471","ELA",8,8,3,"4","4","4",2,"CAT","mc",0.25607,1.60205,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
829,"30223","ELA",8,8,3,"4","4","4",3,"CAT","ms",0.2937,3.87128,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
830,"30233","ELA",8,8,3,"4","4","4",2,"CAT","mc",0.47541,1.32304,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
830,"30229","ELA",8,8,3,"4","4","4",3,"CAT","mc",0.50094,-0.54479,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
830,"30231","ELA",8,8,3,"4","4","4",1,"CAT","mc",0.64417,0.49136,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","",0,0,0,NA,NA,NA,3,2,0
831,"31043","ELA",8,8,3,"4","4","4",1,"CAT","mc",0.6373,0.39945,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
831,"30239","ELA",8,8,3,"4","4","4",1,"CAT","mc",0.49549,-0.15241,0,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,0,NA,NA,NA,3,2,0
